          0.002       12801.791       248435.29
          0.004       12312.929       240183.88
          0.006       11841.055       231447.24
          0.008        11387.14       222225.37
           0.01       10952.154       213295.88
          0.012       10533.956       205467.49
          0.014       10130.284       198009.24
          0.016       9741.9193       190159.08
          0.018       9369.6473       181916.99
           0.02       9014.2514       174376.52
          0.022       8672.1412       168523.67
          0.024       8340.1567       163103.62
          0.026       8019.7268       156969.08
          0.028       7712.2804       150120.05
           0.03       7419.2466       143652.53
          0.032       7137.6703       138704.66
          0.034       6864.4279       134243.64
          0.036       6600.6957       129194.57
          0.038       6347.6497       123557.42
           0.04        6106.466       118234.28
          0.042       5874.7126        114161.9
          0.044       5649.8184       110490.23
          0.046       5432.7516       106334.55
          0.048       5224.4802       101694.85
           0.05       5025.9722       97313.605
          0.052       4835.2258       93961.798
          0.054        4650.125       90939.803
          0.056       4471.4666       87519.439
          0.058       4300.0473       83700.705
           0.06       4136.6638       80094.685
          0.062       3979.6685       77335.956
          0.064         3827.32       74848.681
          0.066       3680.2738       72033.524
          0.068       3539.1859       68890.488
           0.07       3404.7119       65922.526
          0.072       3275.4958       63651.933
          0.074       3150.1041       61604.763
          0.076       3029.0767       59287.728
          0.078       2912.9532       56700.828
           0.08       2802.2734       54258.025
          0.082       2695.9211       52389.197
          0.084       2592.7166       50704.258
          0.086       2493.1041       48797.204
          0.088       2397.5278       46668.037
           0.09       2306.4319        44657.47
          0.092       2218.8979       43119.317
          0.094       2133.9547       41732.516
          0.096       2051.9678       40162.902
          0.098       1973.3031       38410.475
            0.1       1898.3259       36755.663
          0.102       1826.2804       35489.675
          0.104       1756.3672       34348.257
          0.106       1688.8874       33056.375
          0.108       1624.1417       31614.027
           0.11       1562.4313       30252.021
          0.112       1503.1337        29210.04
          0.114       1445.5911       28270.589
          0.116       1390.0513       27207.295
          0.118       1336.7619        26020.16
           0.12       1285.9707       24899.151
          0.122       1237.1653       24041.541
          0.124       1189.8045       23268.318
          0.126       1144.0921       22393.166
          0.128       1100.2318       21416.086
           0.13       1058.4277       20493.431
          0.132       1018.2581       19787.569
          0.134       979.27744       19151.162
          0.136       941.65347       18430.862
          0.138       905.55399       17626.669
           0.14       871.14679       16867.271
          0.142       838.08491       16286.306
          0.144       806.00157       15762.506
          0.146       775.03488       15169.658
          0.148       745.32294       14507.761
           0.15       717.00384       13882.733
          0.152       689.79201       13404.565
          0.154       663.38558       12973.448
          0.156       637.89822         12485.5
          0.158       613.44358        11940.72
           0.16       590.13534       11426.286
          0.162       567.73844       11032.727
          0.164       546.00443       10677.893
          0.166       525.02687       10276.283
          0.168        504.8993       9827.8984
           0.17       485.71528       9404.4898
          0.172       467.28134       9080.5677
          0.174       449.39301       8788.5188
          0.176       432.12727       8457.9712
          0.178       415.56112       8088.9248
           0.18       399.77157       7740.4352
          0.182       384.59938       7473.8287
          0.184       369.87625       7233.4557
          0.186       355.66556       6961.3961
          0.188       342.03067       6657.6497
           0.19       329.03496       6370.8227
          0.192       316.54738       6151.3902
          0.194        304.4294       5953.5495
          0.196       292.73318       5729.6287
          0.198       281.51088        5479.628
            0.2       270.81467        5243.553
          0.202       260.53667       5062.9474
          0.204       250.56288       4900.1131
          0.206       240.93622       4715.8135
          0.208       231.69962       4510.0486
           0.21       222.89602       4315.7452
          0.212       214.43664       4167.0965
          0.214       206.22764       4033.0745
          0.216       198.30434       3881.3854
          0.218        190.7021       3712.0289
           0.22       183.45623       3552.1062
          0.222       176.49367       3429.7598
          0.224       169.73719        3319.452
          0.226       163.21586       3194.6031
          0.228       156.95878        3055.213
           0.23       150.99501       2923.5873
          0.232       145.26443       2822.8892
          0.234       139.70346       2732.0996
          0.236       134.33603       2629.3418
          0.238       129.18609       2514.6158
           0.24       124.27757       2406.2803
          0.242       119.56097       2323.3999
          0.244       114.98397       2248.6748
          0.246       110.56627       2164.0993
          0.248       106.32757       2069.6732
           0.25       102.28757       1980.5069
          0.252       98.405542       1912.2916
          0.254       94.638408       1850.7886
          0.256       91.002388        1781.178
          0.258       87.513696       1703.4599
           0.26       84.188548       1630.0709
          0.262       80.993413       1573.9258
          0.264       77.892845       1523.3053
          0.266       74.900192       1466.0118
          0.268       72.028798       1402.0453
           0.27        69.29201        1341.642
          0.272        66.66223       1295.4313
          0.274       64.110285       1253.7677
          0.276       61.647159       1206.6119
          0.278       59.283837       1153.9638
           0.28       57.031304       1104.2484
          0.282       54.866844       1066.2144
          0.284       52.766446       1031.9228
          0.286       50.739152       993.11088
          0.288       48.794003        949.7785
           0.29       46.940038       908.85984
          0.292       45.158563       877.55567
          0.294       43.429816       849.33176
          0.296       41.761236       817.38729
          0.298       40.160267       781.72225
            0.3       38.634347       748.04385
          0.302       37.168091       722.27871
          0.304       35.745233       699.04882
          0.306       34.371896       672.75668
          0.308       33.054206       643.40231
           0.31       31.798287       615.68304
          0.312       30.591474       594.47686
          0.314       29.420379       575.35732
          0.316       28.290044       553.71739
          0.318        27.20551       529.55705
           0.32       26.171816       506.74251
          0.322        25.17854        489.2886
          0.324       24.214662       473.55212
          0.326       23.284331       455.74121
          0.328       22.391697       435.85586
           0.33       21.540908       416.11328
          0.332       20.727244       399.81789
          0.334       19.941636       386.38341
          0.336        19.18171       374.13628
          0.338       18.445091        363.0765
           0.34       17.729404       346.05075
          0.342       17.060888       320.95426
          0.344       16.445587        302.5131
          0.346       15.850836       300.40483
          0.348       15.243968       314.62945
           0.35       14.592318       362.28528
          0.352       13.794827       435.45162
          0.354       12.850511       479.50167
          0.356        11.87682       464.82759
          0.358       10.991201       391.42939
           0.36       10.311102       299.06184
          0.362       9.7949536       248.37811
          0.364         9.31759       230.97102
          0.366       8.8710695       217.53501
          0.368         8.44745       208.07007
           0.37       8.0387892       203.63218
          0.372       7.6329213       202.96363
          0.374       7.2269347       201.53796
          0.376       6.8267694       197.14234
          0.378       6.4383653       189.77677
           0.38       6.0676623       180.86873
          0.382       5.7148904       172.51833
          0.384        5.377589       164.30706
          0.386       5.0576622       155.14379
          0.388       4.7570139       145.02851
           0.39       4.4775482       135.76246
          0.392        4.213964       129.44816
          0.394       3.9597555       124.73625
          0.396        3.715019       119.97613
          0.398        3.479851       115.16779
            0.4       3.2543479       111.18451
          0.402        3.035113       108.66043
          0.404       2.8197062       106.36356
          0.406       2.6096587       103.30106
          0.408       2.4065019       99.472927
           0.41        2.211767       95.403169
          0.412       2.0248892       91.726907
          0.414       1.8448594       88.086826
          0.416       1.6725419       84.014484
          0.418       1.5088014        79.50988
           0.42       1.3545024       75.206424
          0.422       1.2079757       71.868758
          0.424       1.0670274       69.060323
          0.426      0.93173446       66.213327
          0.428      0.80217408        63.32777
           0.43      0.67842338        60.80504
          0.432      0.55895392       58.940001
          0.434      0.44266337       57.171477
          0.436      0.33026801       55.044816
          0.438      0.22248411       52.560018
           0.44      0.12002794       50.012227
          0.442       0.0224352       47.761939
          0.444    -0.071019818       45.612035
          0.446     -0.16001294       43.300046
          0.448        -0.24422        40.82597
           0.45     -0.32331682       38.478667
          0.452     -0.39813467       36.560343
          0.454     -0.46955819        34.80216
          0.456     -0.53734331       32.921933
          0.458     -0.60124592       30.919661
           0.46     -0.66102195       29.057032
          0.462     -0.71747405       27.590525
          0.464     -0.77138406       26.250647
          0.466     -0.82247664       24.773107
          0.468     -0.87047648       23.157906
           0.47     -0.91510827       21.595054
          0.472      -0.9568567       20.268994
          0.474     -0.99618424       18.981366
          0.476      -1.0327822       17.539377
          0.478      -1.0663418       15.943027
           0.48      -1.0965543        14.38978
          0.482      -1.1239009       13.103863
          0.484      -1.1489697       11.927952
          0.486      -1.1716127       10.677963
          0.488      -1.1916816        9.353895
           0.49      -1.2090283       8.1438478
          0.492       -1.224257        7.215853
          0.494      -1.2378917         6.35171
          0.496      -1.2496638       5.3532858
          0.498      -1.2593048       4.2205803
            0.5      -1.2665461       3.1609325
          0.502      -1.2719485       2.3752615
          0.504      -1.2760472        1.646596
          0.506      -1.2785349      0.76438575
          0.508      -1.2791047      -0.2713685
           0.51      -1.2774495      -1.1963803
          0.512      -1.2743192      -1.7509378
          0.514      -1.2704457      -2.2061885
          0.516      -1.2654944       -2.828706
          0.518      -1.2591309       -3.618491
           0.52      -1.2510205       -4.319792
          0.522      -1.2418517       -4.635208
          0.524      -1.2324796      -4.7580165
          0.526      -1.2228196      -4.9231445
          0.528      -1.2127871       -5.130592
           0.53      -1.2022973      -5.2944485
          0.532      -1.1916093      -5.3428812
          0.534      -1.1809258      -5.3829167
          0.536      -1.1700776      -5.5075037
          0.538      -1.1588957      -5.7166422
           0.54       -1.147211       -5.947943
          0.542       -1.135104      -6.0936407
          0.544      -1.1228365      -6.1480612
          0.546      -1.1105117      -6.1509055
          0.548      -1.0982329      -6.1021743
           0.55       -1.086103      -6.0088837
          0.552      -1.0741973      -5.9191315
          0.554      -1.0624265      -5.8875243
          0.556      -1.0506472      -5.9275867
          0.558      -1.0387162       -6.039319
           0.56      -1.0264899       -6.168095
          0.562      -1.0140438      -6.2337975
          0.564      -1.0015548      -6.2528135
          0.566     -0.98903252      -6.2670224
          0.568     -0.97648667      -6.2764244
           0.57     -0.96392682      -6.2812399
          0.572     -0.95136171       -6.283102
          0.574     -0.93879441      -6.2839089
          0.576     -0.92622607      -6.2841466
          0.578     -0.91365783       -6.283815
           0.58     -0.90109081      -6.2740966
          0.582     -0.88856144      -6.2535254
          0.584     -0.87607671       -6.241946
          0.586     -0.86359366      -6.2518516
          0.588      -0.8510693      -6.2832421
           0.59     -0.83846069      -6.4574536
          0.592     -0.82523949      -6.8348644
          0.594     -0.81112123      -7.2027022
          0.596     -0.79642868      -7.4091524
          0.598     -0.78148462      -7.4542148
            0.6     -0.76661182      -7.4011442
          0.602     -0.75188004      -7.3736908
          0.604     -0.73711706      -7.3993434
          0.606     -0.72228267      -7.4450954
          0.608     -0.70733668      -7.5109466
           0.61     -0.69223888      -7.6213216
          0.612     -0.67685139      -7.7653751
          0.614     -0.66117738      -7.8657778
          0.616     -0.64538828      -7.8804702
          0.618      -0.6296555      -7.8094523
           0.62     -0.61415047      -7.6883537
          0.622     -0.59890209      -7.5821878
          0.624     -0.58382172      -7.4994015
          0.626     -0.56890448      -7.4190575
          0.628     -0.55414549      -7.3411558
           0.63     -0.53953986      -7.2464642
          0.632     -0.52515963      -7.1181506
          0.634     -0.51106726      -6.9790487
          0.636     -0.49724344      -6.8495909
          0.638     -0.48366889      -6.7297774
           0.64     -0.47032433      -6.6119889
          0.642     -0.45722094      -6.4878357
          0.644     -0.44437299      -6.3637812
          0.646     -0.43176581      -6.2470593
          0.648     -0.41938475      -6.1376703
           0.65     -0.40721513      -6.0318287
          0.652     -0.39525743      -5.9241517
          0.654     -0.38351852      -5.8160277
          0.656     -0.37199332      -5.7104429
          0.658     -0.36067675      -5.6073973
           0.66     -0.34956373      -5.5002213
          0.662     -0.33867587      -5.3790768
          0.664     -0.32804743      -5.2458803
          0.666     -0.31769235      -5.1057169
          0.668     -0.30762456      -4.9585868
           0.67       -0.297858      -4.8033949
          0.672     -0.28841098        -4.64806
          0.674     -0.27926576      -4.5071979
          0.676     -0.27038219      -4.3864104
          0.678     -0.26172012      -4.2856974
           0.68      -0.2532394      -4.2079347
          0.682     -0.24488838      -4.1324091
          0.684     -0.23670976      -4.0208619
          0.686     -0.22880493      -3.8586231
          0.688     -0.22127527      -3.6456926
           0.69     -0.21422216      -3.4162988
          0.692     -0.20761007      -3.2332001
          0.694     -0.20128936       -3.104963
          0.696     -0.19519022      -3.0116243
          0.698     -0.18924286       -2.953184
